0,1,2,3,4,5,6,7,8,9,10,11,12,Target
-0.017149463674247092,-0.016968325716492184,-0.01756205262295872,-0.018072001421520188,-0.017727252308414813,-0.018145099595839414,-0.017892665943170773,-0.018993218455915683,-0.01900895975759227,-0.019130612088889203,-0.019478026641454288,-0.019792030529746468,-0.02009859784204055,Alerta_1
-0.0560199900592863,-0.055607680606635686,-0.057811435575098324,-0.05973844840737602,-0.058771563719468144,-0.0603898424501455,-0.05973491276804287,-0.06367733428029251,-0.06393435972919605,-0.06455200361349787,-0.06593874884493801,-0.0672121795672192,-0.06846033045176655,Alerta_2
-0.03213227450979318,-0.0317252461376597,-0.032736521545376734,-0.03359266354436564,-0.03288729900230591,-0.03357448174899748,-0.033038067487076106,-0.03496907676237853,-0.03492170005988823,-0.03506726621540263,-0.0356239671494933,-0.036119705502337736,-0.03660190254864976,Alerta_1
-0.4128092664156598,-0.41521084127228486,-0.43922422491379753,-0.46126640425367726,-0.4591674567789267,-0.4788695504037808,-0.47941013404393207,-0.5192051602460703,-0.5276326822268981,-0.5391873307290885,-0.5574089764341995,-0.57468615141734,-0.5917537200454595,Alerta_4
-0.04434470297539202,-0.04400626958033692,-0.045733103220910114,-0.04724101219296601,-0.04646486943896129,-0.04772885318584952,-0.047198953943114345,-0.050296356627967345,-0.05048591603757575,-0.05095994668605405,-0.05204065317480983,-0.05303193564506726,-0.05400327113608516,Alerta_2
-0.3820955295491401,-0.3812566581954162,-0.3991420837172399,-0.41513644574263664,-0.41032727427781723,-0.42416026440264426,-0.42159468531555544,-0.45233010671767343,-0.4563911381885511,-0.4630764459326056,-0.4753612818918546,-0.4868303338614385,-0.49811719397007514,Alerta_3
-0.3911904495604394,-0.3897222130248155,-0.4071578469305921,-0.4226545053790041,-0.41717459204103113,-0.4304713251467893,-0.427252017951723,-0.45752638998335377,-0.46096403211232573,-0.4670369629564282,-0.4787324877723463,-0.48960563999421275,-0.5002951181043045,Alerta_3
-0.3977305817907503,-0.3981599880519521,-0.41863495746484497,-0.4371589072808685,-0.43335688159612157,-0.4496161473900709,-0.4482303132926056,-0.4827930513712738,-0.488583890709945,-0.49721863981031494,-0.5119211202246241,-0.5257482711431278,-0.5393801868894248,Alerta_4
-0.35867354874373086,-0.3583317449482579,-0.3757582103660336,-0.391413884633304,-0.3873092110506927,-0.40092906886966106,-0.39895761235977084,-0.42868494775895205,-0.43302831484156373,-0.43987314806880634,-0.45205552795333875,-0.4634629948980864,-0.4746974500317602,Alerta_3
-0.2452633681258283,-0.24436460076221644,-0.2553275139198748,-0.26507480023684277,-0.2616588746795698,-0.27002635741041925,-0.2680290444536236,-0.28705257940657347,-0.289233472010428,-0.29306843049095616,-0.300432489068198,-0.307280482966503,-0.31401321489804324,Alerta_3
-0.03360973614725275,-0.03322537096785785,-0.03434520692803026,-0.035301582351949475,-0.03460007910837942,-0.03537745677997719,-0.03485514586978635,-0.03695515461788509,-0.03695257794103828,-0.03715517921454178,-0.03779507646369663,-0.038370199891982384,-0.038930917535713004,Alerta_1
-0.3879421647254131,-0.3903806815864699,-0.4132026798506847,-0.43417886287225094,-0.4323803689538296,-0.45116044080995166,-0.4518554769847359,-0.48962190211698836,-0.49777077929332597,-0.5088751676808393,-0.5262799212835667,-0.5427939717819158,-0.5591104887193483,Alerta_4
-0.032057284759793456,-0.031593374195715944,-0.032514625032339387,-0.03328311543908247,-0.032528925478699074,-0.03313231799575488,-0.032543116486369685,-0.034357178614809636,-0.03424439842745655,-0.03431939908555244,-0.03479442970067566,-0.035210079116009145,-0.035612564856817665,Alerta_1
-0.042523682984238725,-0.04185190692433739,-0.042987378319708516,-0.043922527002754994,-0.042873097309559426,-0.043592912325748856,-0.042758704121073104,-0.045054831493708355,-0.04484136027534345,-0.04487235617772803,-0.04542406867591327,-0.04589844612236452,-0.04635570654190071,Alerta_1
-0.40096320838348487,-0.40149965361835305,-0.4222880069428253,-0.4411115164805926,-0.4373751915067542,-0.4539151808059767,-0.45262132125472876,-0.4876705983609089,-0.4936343353938984,-0.5024741672037248,-0.5174502747151114,-0.5315419339175694,-0.5454363585195421,Alerta_4
-0.35598227464049115,-0.35367450177092585,-0.36813392054494937,-0.38083177755517683,-0.37496735272462867,-0.38569197371172914,-0.3818279363563266,-0.40748608349863474,-0.4094803814580269,-0.4137919575358353,-0.4230462557292469,-0.4315734504098638,-0.43993836285348303,Alerta_3
-0.4343387701570242,-0.4352134466226997,-0.4581483991127216,-0.47896120454449226,-0.47518844801768945,-0.49352701173772034,-0.49241902326737647,-0.5309698382543449,-0.5377879525260182,-0.5477473996555954,-0.5644085897438064,-0.580106086666513,-0.5955887864325833,Alerta_4
-0.07796436540371343,-0.07737401320348396,-0.08041685743525562,-0.08307474431427726,-0.08171433704197245,-0.08394318671583226,-0.08301598014476587,-0.08847069629848024,-0.08880934204168654,-0.08964851173418108,-0.09155513021189345,-0.09330442213719946,-0.09501861950415823,Alerta_2
-0.14891054355051347,-0.14764537053597485,-0.15325537040064627,-0.15813199059014435,-0.15541098894486768,-0.15947373495767486,-0.15757219188051894,-0.1677239975948236,-0.16821251798857334,-0.16964575771530194,-0.17309347868237737,-0.17624386673006945,-0.17932796722523725,Alerta_2
-0.025331136221122444,-0.02503577649246804,-0.025871303568238354,-0.02658378557539489,-0.026050091498566557,-0.026627966860912254,-0.02622899110914084,-0.027800751787819346,-0.02779236591560262,-0.027938158671603642,-0.02841253995155743,-0.02883823935705206,-0.029253114201121814,Alerta_1
-0.04463228697829575,-0.04389921243299159,-0.04504766814709335,-0.04598712630836557,-0.044861400469021775,-0.04557675214277461,-0.044675055183508616,-0.047030119728211826,-0.04677434217599137,-0.046772847020884606,-0.04731295260412302,-0.04777260892235318,-0.04821447219956603,Alerta_1
-0.4175957224830593,-0.4181727468261931,-0.4398494318244465,-0.45948013815663175,-0.45560593627032847,-0.47285833426841606,-0.4715290927309014,-0.5080686773886598,-0.5143020931594479,-0.5235325158913542,-0.5391571622303407,-0.5538603185256279,-0.5683579861233763,Alerta_4
-0.04637977907694256,-0.04602693203779483,-0.04783464967656563,-0.0494133821397926,-0.04860261856390045,-0.0499261879283456,-0.04937303305983323,-0.05261474890585414,-0.05281429570152656,-0.053311460469193384,-0.05444334064748414,-0.05548166745721867,-0.05649912590452352,Alerta_2
-0.23205775847424362,-0.23127679243651417,-0.2417493355466302,-0.2510718998041161,-0.24790308310304332,-0.25591851885409345,-0.2540960489975564,-0.27223093644729884,-0.27437614498695817,-0.27809219640563304,-0.28515984809186234,-0.29173774549247283,-0.29820625600573314,Alerta_3
-0.017015221843011345,-0.016819164398155083,-0.017383895636762688,-0.017865912711164774,-0.017509479237418264,-0.017900954837606328,-0.017635152021667492,-0.018695453763384395,-0.018692479174015474,-0.018793258295605172,-0.01911516454484718,-0.019404313988087445,-0.019686178880971586,Alerta_1
-0.42246846009028477,-0.42234322545578035,-0.44326481893613856,-0.46210430842887534,-0.45752581558766575,-0.4739641435841625,-0.47191545784708006,-0.5074771601693001,-0.5129258062360763,-0.5213447190425484,-0.5361014095817108,-0.5499397788873407,-0.563573170207081,Alerta_4
-0.36403994477983914,-0.36334688594134745,-0.38053922772574666,-0.39593072344812347,-0.39144617542684806,-0.4047765776347828,-0.40243602431018477,-0.43192743662651006,-0.4359227476957142,-0.44242735722429294,-0.4542861988735149,-0.46536560905115426,-0.4762709548206546,Alerta_3
-0.04170754092699194,-0.04115138211173376,-0.042421991066528074,-0.04349214337360276,-0.04255224534417085,-0.04340470587504576,-0.042682410315120795,-0.04513480279863176,-0.045041755026112025,-0.045196881280648,-0.04588077710490593,-0.04648623111135,-0.04707427376377986,Alerta_1
-0.3252729705736958,-0.3237061787769822,-0.3377045021756254,-0.3500905634835928,-0.34522028831431206,-0.3557862253151596,-0.3527752878694749,-0.3772736061030748,-0.37972640075054864,-0.3843414942057694,-0.39356961320884215,-0.40212139177855977,-0.4105221355003378,Alerta_3
-0.42021254595320995,-0.4202832000164547,-0.44137107863672553,-0.4603909258767373,-0.4560177744755957,-0.47264744404552483,-0.47080279713930484,-0.5065603648902518,-0.5122150224719859,-0.5208409805851593,-0.5358068131648266,-0.5498553458097428,-0.5636991734770358,Alerta_4
-0.3996989014116444,-0.40148482411940534,-0.42397651586802526,-0.4445415759815801,-0.4419950945001874,-0.4602875859012221,-0.4602590453764511,-0.49770031174250495,-0.5051849046719479,-0.5156480497313906,-0.5324633183695947,-0.5483736215727764,-0.5640827197706935,Alerta_4
-0.08400171148065229,-0.08333724656560802,-0.08657413981471103,-0.08939662319442353,-0.08790552755348822,-0.0902668708726309,-0.08924088224283085,-0.0950629642553041,-0.09539512817167839,-0.09626424630115796,-0.09827844856863859,-0.10012379002753642,-0.1019314714654828,Alerta_2
-0.012102217975490622,-0.011931135212105858,-0.012285100685636334,-0.01258124362762442,-0.012300051372995514,-0.012533614103328924,-0.012314962614219162,-0.013007698397593892,-0.012969709562491894,-0.013002942290461313,-0.013187905096632192,-0.013350348554841266,-0.013507797987346942,Alerta_1
-0.005079662863801784,-0.0050100187462818494,-0.005161878039914236,-0.005289389217479997,-0.005173251254756731,-0.005274363343554909,-0.005184610218491346,-0.005479583896321925,-0.005466089866736016,-0.005482666140346167,-0.005563307853539335,-0.005634443400715788,-0.005703469788478591,Alerta_1
-0.15505695864572397,-0.1538354022135369,-0.15981758941839286,-0.16503476100622508,-0.16228680745075583,-0.16665257174024473,-0.16476343591864195,-0.17551991278475898,-0.17613876153461383,-0.17774916949371347,-0.1814741418394457,-0.1848873039457687,-0.1882309235255596,Alerta_2
-0.17808560610868185,-0.1766059176295617,-0.18336405319488697,-0.1892446209702238,-0.1860201978147044,-0.19092603653280477,-0.18868355059926023,-0.20088894515759395,-0.20151149196902954,-0.20326657965265085,-0.20743672329459292,-0.2112505095048687,-0.21498483935768972,Alerta_2
-0.006440920696369158,-0.0063806310912942,-0.0066150856724079615,-0.006817913573666985,-0.006695278337016153,-0.006863147138162199,-0.006775634279695627,-0.007203959754348763,-0.007218710841898113,-0.007273869955097235,-0.007415181321490026,-0.007543761485491422,-0.007669505112575613,Alerta_1
-0.015927547198296352,-0.015748369726297003,-0.016283493705546888,-0.01674107660196341,-0.016411249909223595,-0.016783850578797735,-0.016539118257992497,-0.017540061913837602,-0.017542220330241436,-0.017641853493474923,-0.017949241328447805,-0.018225861375511503,-0.0184956374073994,Alerta_1
-0.3003588026804274,-0.2993421285278382,-0.31288861882319546,-0.32494664013114327,-0.3208398251352886,-0.33120612673670025,-0.32884157848484896,-0.352302635226619,-0.35507234532478676,-0.3598747487579531,-0.3690141661786206,-0.37751980505585264,-0.3858838892035758,Alerta_3
-0.14330656027764932,-0.14198731757095973,-0.1472364935833367,-0.15178158895957827,-0.1490726790541052,-0.15283895600584882,-0.15091278250342588,-0.16048566858025978,-0.1608392378828957,-0.1620936689690645,-0.16526883912004722,-0.16816022922699825,-0.17098838517655354,Alerta_2
-0.07691060006448547,-0.07626127911889657,-0.07916484367454538,-0.0816895628775068,-0.08028786738789465,-0.08239205593157634,-0.08141383991469898,-0.08666512349552277,-0.08692217646670694,-0.08766750367263858,-0.08945401597147766,-0.0910868638587269,-0.09268545249360931,Alerta_2
-0.028625251602259982,-0.028320800025553025,-0.029308701517073564,-0.03015681266600398,-0.029579515811938597,-0.030273999249410218,-0.029850668764259316,-0.03168359963083663,-0.03170747840786422,-0.03190796892537933,-0.032484924049923716,-0.03300616149856224,-0.033514998064918845,Alerta_1
-0.0340409551141084,-0.0335396389774753,-0.03450460500278469,-0.03530769589000793,-0.03449926872437394,-0.035127596452812014,-0.03449381590213494,-0.03640316685280251,-0.036273559011121996,-0.03634264063317152,-0.03683497763853388,-0.03726447852356442,-0.0376800539684948,Alerta_1
-0.396465232092216,-0.39439863015786153,-0.4112337001939998,-0.426104041920537,-0.4200260330406317,-0.43268245350893,-0.4288615700800925,-0.4584163896947076,-0.46122285595933626,-0.46665182578885384,-0.47767539542815285,-0.4878780202314546,-0.4978973360686795,Alerta_3
-0.03758690360088689,-0.03705137129170544,-0.03814433793548862,-0.03905787597117621,-0.03818090686264675,-0.03890034365952633,-0.038217350643154624,-0.04036068853708142,-0.040237963977559923,-0.040336096778642305,-0.04090473606569569,-0.04140354011809919,-0.04188685905991914,Alerta_1
-0.36113881456457575,-0.3605522959425107,-0.3777521909650303,-0.39316650968578704,-0.3888104783093753,-0.4021784796229637,-0.3999554929981642,-0.42941031132764895,-0.4334940578111408,-0.4400757174670326,-0.45198733861784807,-0.463123661298498,-0.4740868529304014,Alerta_3
-0.05314218924752399,-0.05265585689880417,-0.05460665049600779,-0.05629629908907291,-0.05529431246446281,-0.05669502396071175,-0.05598346538838313,-0.059538943251531404,-0.05967335514733291,-0.060142067509987567,-0.06132355263325091,-0.06239973667390795,-0.06345245572908861,Alerta_2
-0.4309038310378942,-0.43286424609713725,-0.4571612920101344,-0.47938238656918014,-0.47667040622942414,-0.4964418558076071,-0.4964468121932022,-0.5368817970215084,-0.5449943991848424,-0.556321271802581,-0.5745028564402803,-0.5917081956889845,-0.6086965037656716,Alerta_4
-0.024970119004579093,-0.024613796664109795,-0.025339046452045808,-0.025945117073952154,-0.02536203919522104,-0.025839196827549857,-0.025384948508783756,-0.02680775762768488,-0.02672560299890663,-0.026790125548160355,-0.027167122912411894,-0.027497740480012547,-0.027818074154371288,Alerta_1
-0.3102605096275966,-0.3092251864591316,-0.32323964054123927,-0.3357166064952268,-0.33148794960089667,-0.3422170888284566,-0.33978901793946653,-0.3640525608416009,-0.366931102393168,-0.3719105990648346,-0.3813727679195657,-0.3901799496914957,-0.39884083967227824,Alerta_3
-0.023717127228671864,-0.023431441198482027,-0.024200032705485434,-0.024853675996807746,-0.02434595958018332,-0.02487406831620379,-0.024491941668946228,-0.025945832441938845,-0.02592759367924137,-0.026052966533042437,-0.026484387363953792,-0.026870450349048267,-0.02724643175143263,Alerta_1
-0.43905766057248896,-0.44039366700921273,-0.464217082753889,-0.48590626463511316,-0.4825170604348351,-0.5017057487114042,-0.5010400371936771,-0.5409118620749216,-0.5483584523657855,-0.559020615115678,-0.5765420245343563,-0.5930807794073517,-0.6094007122788091,Alerta_4
-0.3584643042388619,-0.35780884390792683,-0.3747764954386182,-0.3899711181532009,-0.3855800253454416,-0.39874467062496816,-0.3964663715492358,-0.4255590801015674,-0.4295253054084737,-0.43596469518338277,-0.4476812232050394,-0.4586297012326301,-0.4694066591573441,Alerta_3
-0.3838288108062268,-0.38291482333472704,-0.4007791624171375,-0.41674334497404186,-0.41184703863368016,-0.4256413590745406,-0.4229945248907809,-0.4537295257726107,-0.4577243594802284,-0.46434932062211254,-0.4765862630830792,-0.4880052030604546,-0.4992414510750678,Alerta_3
-0.31755550051839115,-0.3168293251804835,-0.3316521497795194,-0.34490311757226916,-0.3408796984036496,-0.3523349021519616,-0.3501743597172427,-0.37566136352938845,-0.3790020225848336,-0.3845212270670141,-0.3946888728240994,-0.40417913140232115,-0.41351810477490025,Alerta_3
-0.21609889386424963,-0.2153574913886618,-0.22508947656000547,-0.23375052238730604,-0.2307867449360846,-0.2382308779312294,-0.23652001765720682,-0.25338010179323156,-0.25536111307062653,-0.25880374832704306,-0.26536493852298826,-0.271470355480683,-0.2774739753900091,Alerta_3
-0.2507539183112608,-0.25060408200236395,-0.2629143478687037,-0.2739877517284394,-0.2712003896339074,-0.28084942614093694,-0.2795589294345637,-0.30051740135729954,-0.3036607250370126,-0.3085605234976137,-0.3172082109699012,-0.32531234715425855,-0.3332951424238335,Alerta_3
-0.3731166259224287,-0.3756694583437001,-0.39791056988021745,-0.4183843693289177,-0.4168540117714276,-0.43521953426256094,-0.4361024615353438,-0.47284784915294875,-0.4809480696503333,-0.4919101171101135,-0.5089718904374666,-0.5251734774880029,-0.5411844695542253,Alerta_4
-0.34750991752704846,-0.34725748082135405,-0.3642539088103956,-0.3795356359527731,-0.37563137370124616,-0.3889396578224715,-0.3871070717444088,-0.4160642844933825,-0.4203667781378081,-0.4270996459139808,-0.4390183517441917,-0.4501846729837764,-0.46118302568510516,Alerta_3
-0.07145728266098891,-0.07093040312272715,-0.07374005147821157,-0.07619670719649588,-0.0749625303753466,-0.077025411088691,-0.07618909903848928,-0.08121608034624143,-0.08154283657686766,-0.08232950786958947,-0.08409705140255869,-0.08572007621593213,-0.08731085993810186,Alerta_2
-0.029760251621415428,-0.02939174598640061,-0.030341120389704768,-0.03114655335670003,-0.03050068114651841,-0.031149148935745347,-0.03066026585445371,-0.0324651678468487,-0.032430902246679744,-0.032576025473086835,-0.033103419425895834,-0.03357414320754227,-0.03403227538407313,Alerta_1
-0.39145084187161344,-0.38913149911308725,-0.4053491488938601,-0.4196282076838887,-0.41337571121720207,-0.42547757129018937,-0.42143742904076775,-0.450076158360626,-0.45252250614066253,-0.45753505991609805,-0.468021676488413,-0.47770387882168547,-0.48720650395486925,Alerta_3
-0.44531717763617334,-0.446151814189927,-0.4695784221794279,-0.490827862234924,-0.4869015352853343,-0.505614260962238,-0.5044160133011917,-0.5438174594432361,-0.550731982198718,-0.5608617544719635,-0.5778510637494423,-0.5938535050331105,-0.6096359592769617,Alerta_4
-0.416844384724917,-0.4172750968678412,-0.43870658888109,-0.45809293169210674,-0.45409017277810215,-0.47110308973716025,-0.46963140277079257,-0.5058167661016214,-0.511862432623308,-0.5208869883877049,-0.5362672878133283,-0.5507305673094218,-0.564989306738276,Alerta_4
-0.4435164623555252,-0.4442552404606755,-0.46745603446785733,-0.4884864655789738,-0.4844894746925212,-0.5029936157507093,-0.5017076770815516,-0.5407657252124379,-0.5475394442405143,-0.557507264752833,-0.5742896436792502,-0.5900909133976584,-0.6056734447691922,Alerta_4
-0.23459749482729927,-0.2343959575911819,-0.24582552108101138,-0.2560971313047057,-0.25343270856901545,-0.2623724697994671,-0.2611046764408535,-0.28059181775274716,-0.2834590570698229,-0.28796432127493266,-0.2959647459615852,-0.3034578779736976,-0.3108377523670106,Alerta_3
-0.22818574027439992,-0.22795543025341689,-0.23902367640056268,-0.24896520419499774,-0.24634198198498444,-0.25498850602775736,-0.2537216314857657,-0.2726086442378209,-0.27535647860654433,-0.2796946257356892,-0.2874261318001628,-0.2946649038702644,-0.3017936630719116,Alerta_3
-0.04095038969385466,-0.040318734590983896,-0.04143571969373884,-0.04235913831768972,-0.04136178317601303,-0.04207681954995045,-0.041287722082587935,-0.0435287845863443,-0.04334050366644654,-0.04338889937157111,-0.04394143434305663,-0.04441910503085569,-0.04488019823940144,Alerta_1
-0.4058828429970388,-0.40816977220459855,-0.43167572368573953,-0.4532409086016275,-0.45110606833832256,-0.4703693048082761,-0.47082442802486735,-0.5098010823210051,-0.5179936867062557,-0.5292541131053444,-0.5470553900473947,-0.563929334339,-0.5805974208658853,Alerta_4
-0.05655909862259549,-0.056081675396053396,-0.05821703719120195,-0.06007379962149229,-0.05904308076390636,-0.06059058684319444,-0.05987129410561263,-0.06373317634913851,-0.06392230098655576,-0.06447050291000188,-0.065784393403742,-0.06698527916864,-0.06816097067351998,Alerta_2
-0.4543593534691284,-0.45414173996887297,-0.4765244475447463,-0.49666671936929047,-0.4916659010599229,-0.5092266455720574,-0.5069414475494037,-0.5450239300676053,-0.5507842325103003,-0.5597318631754625,-0.5754804575720879,-0.5902430695498494,-0.6047855839263286,Alerta_4
-0.08378186700085881,-0.08319711941067173,-0.08653956317335304,-0.0894677852086712,-0.08805027253158283,-0.09051557023840483,-0.0895664506607571,-0.09552446619037282,-0.09594569047315898,-0.09690886732328312,-0.0990279443738594,-0.10097682969905632,-0.10288773870187903,Alerta_2
-0.015099477828678699,-0.014939587070389325,-0.015461739497846358,-0.01591013776138978,-0.01560624120292229,-0.01597356759937837,-0.015750927696505313,-0.016719139302872287,-0.016732536994069753,-0.016839152512248212,-0.01714447222970919,-0.01742038474380675,-0.017689751931474932,Alerta_1
-0.34122977399456006,-0.33898747583755384,-0.3528037474732088,-0.36493170431245764,-0.35928324539799134,-0.36952079367211643,-0.3657880771027781,-0.3903243568013757,-0.39220106956957085,-0.39629654048693624,-0.40512453708254503,-0.41325623818952595,-0.4212325391437123,Alerta_3
-0.009921453567825799,-0.009808388952935168,-0.010139554912545867,-0.01042245748456801,-0.01021572688889048,-0.010445769092567562,-0.01029195889930259,-0.010912644341592892,-0.010912336640567554,-0.010972628992464057,-0.011162079186723224,-0.011332398801413781,-0.011498463585567702,Alerta_1
-0.40135388805941796,-0.40192152424811967,-0.42277364305634973,-0.44165962386056484,-0.4379482950386299,-0.4545484248202492,-0.4532839132792523,-0.48842828193317306,-0.4944351425428044,-0.5033235911552769,-0.518359995743012,-0.5325104987719032,-0.5464634537399218,Alerta_4
-0.23802770253149327,-0.23667249752423464,-0.24661389545745757,-0.2553762005573996,-0.25162388698700605,-0.259060538851426,-0.2566566820543421,-0.2741780078219036,-0.2757296116061732,-0.27884620015450273,-0.2853012023301323,-0.29126584835117003,-0.2971210185651781,Alerta_3
-0.07627235867767714,-0.075580116176836,-0.07838849472484738,-0.08082196270841749,-0.07938897642719782,-0.08140749070715685,-0.0803916754496365,-0.08550584017222722,-0.08570535852506225,-0.08638515238083663,-0.08808896986161117,-0.08964151934141464,-0.09116035881766486,Alerta_2
-0.1810716676499872,-0.17968447100355167,-0.18672788244267996,-0.19287742862782842,-0.1897035098693945,-0.1948572484923755,-0.1926885051613259,-0.20532582300638177,-0.20609376325579185,-0.20802284495965925,-0.21242821710940524,-0.21646856671906445,-0.22042749553097268,Alerta_2
-0.1308799654346316,-0.1297631673729889,-0.13468681124894766,-0.13896594993291655,-0.1365701323921074,-0.14013414724667234,-0.13845828718790695,-0.1473715516976794,-0.147795391681348,-0.1490491674681648,-0.1520726543471761,-0.15483492171584837,-0.15753895411885185,Alerta_2
-0.24771454979808336,-0.2474281764537963,-0.25939175845411966,-0.27013177549815726,-0.26725054465489495,-0.2765852211435183,-0.27517418564481066,-0.29560603264775775,-0.29854555699568713,-0.3032083804710398,-0.3115483277366234,-0.3193541094244401,-0.3270406222614927,Alerta_3
